window,start_index,start_A,start_B,rebalance_month,v1_trailing_sharpe_A,v1_trailing_sharpe_B,v1_a_weight,v2_trailing_sharpe_A,v2_trailing_sharpe_B,v2_a_weight,v2_minus_v1_a_weight,abs_a_weight_difference,v1_favored_leg,v2_favored_leg,favored_leg_same,favored_leg_flipped,weights_different
historical,0,2014-01-01,2014-11-01,2018-10-01,2.2852690652441057,1.837174517810776,0.9,1.8321455205837112,1.0102381994205945,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2018-11-01,0.7057911547826199,-0.20050375766474587,0.9,0.4685862155550942,-0.8926850132791596,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2018-12-01,1.8044411303144934,-0.1486908136209213,0.9,1.641331999437648,-0.5993960284855535,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2019-01-01,1.7933983019018,-0.3586879265980957,0.9,1.7120568944826777,-0.7557353076410688,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2019-02-01,1.7570901403485526,-1.4824368645271075,0.9,1.5654147177154618,-1.6582494790522588,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2019-03-01,1.915236864542662,-1.9067383228715795,0.9,2.1012716798815716,-1.6620653818029776,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2019-04-01,0.5735943895621651,-1.1388004146758925,0.9,0.774792381528634,-0.9881088061438664,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2019-05-01,0.49838987965187115,-0.28702819367621757,0.9,0.47606980749217787,0.10185435090840723,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2019-06-01,-1.3967086966311661,1.2490494509088956,0.5,-1.389684101545416,1.9150600311681107,0.5,0.0,0.0,neutral,neutral,True,False,False
historical,0,2014-01-01,2014-11-01,2019-07-01,-0.6291894856667202,1.73674745327976,0.1,-0.9334654714569076,2.3400796376521154,0.1,0.0,0.0,B,B,True,False,False
historical,0,2014-01-01,2014-11-01,2019-08-01,-0.9832417998885763,1.7163852422226882,0.1,-1.1394391383161306,1.7418500370513035,0.1,0.0,0.0,B,B,True,False,False
historical,0,2014-01-01,2014-11-01,2019-09-01,0.5198697647835838,0.7422023816759853,0.1,0.37397535787136055,0.8300176556026279,0.1,0.0,0.0,B,B,True,False,False
historical,0,2014-01-01,2014-11-01,2019-10-01,1.4886593927233907,0.462274252155205,0.5,1.6833440517710454,0.33645206086066237,0.5,0.0,0.0,neutral,neutral,True,False,False
historical,0,2014-01-01,2014-11-01,2019-11-01,2.5426343140182235,0.5565587607028879,0.9,3.307292242678557,0.45100234864172584,0.9,0.0,0.0,A,A,True,False,False
historical,0,2014-01-01,2014-11-01,2019-12-01,2.8501040654665895,0.8893812577875291,0.9,3.2489424959565385,0.714395452456326,0.9,0.0,0.0,A,A,True,False,False
